assertion_id,evidence_type,evidence_id,source_id,source_location,extraction_method,verification_status,applicability_status,verified_at,verified_by,notes
AST-000340,TECHNICAL_FACT,FAC-000186,SRC-000050,Turkey trim-specific seating,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000341,TECHNICAL_FACT,FAC-000187,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000342,TECHNICAL_FACT,FAC-000188,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000343,TECHNICAL_FACT,FAC-000189,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000344,TECHNICAL_FACT,FAC-000190,SRC-000050,all rows upright,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000345,TECHNICAL_FACT,FAC-000191,SRC-000050,up to; model technical FAQ,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000346,TECHNICAL_FACT,FAC-000192,SRC-000051,official Turkey product page,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000347,EQUIPMENT_FACT,EQP-000155,SRC-000051,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000348,EQUIPMENT_FACT,EQP-000156,SRC-000051,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000349,EQUIPMENT_FACT,EQP-000157,SRC-000051,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000350,EQUIPMENT_FACT,EQP-000158,SRC-000051,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000351,TECHNICAL_FACT,FAC-000193,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000352,TECHNICAL_FACT,FAC-000194,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000353,TECHNICAL_FACT,FAC-000195,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000354,TECHNICAL_FACT,FAC-000196,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000355,TECHNICAL_FACT,FAC-000197,SRC-000055,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000356,TECHNICAL_FACT,FAC-000198,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000357,TECHNICAL_FACT,FAC-000199,SRC-000055,parcel shelf level,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000358,EQUIPMENT_FACT,EQP-000159,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000359,EQUIPMENT_FACT,EQP-000160,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000360,EQUIPMENT_FACT,EQP-000161,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000361,EQUIPMENT_FACT,EQP-000162,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000362,EQUIPMENT_FACT,EQP-000163,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000363,EQUIPMENT_FACT,EQP-000164,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000364,TECHNICAL_FACT,FAC-000200,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000365,TECHNICAL_FACT,FAC-000201,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000366,TECHNICAL_FACT,FAC-000202,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000367,TECHNICAL_FACT,FAC-000203,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000368,TECHNICAL_FACT,FAC-000204,SRC-000055,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000369,TECHNICAL_FACT,FAC-000205,SRC-000055,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000370,TECHNICAL_FACT,FAC-000206,SRC-000055,parcel shelf level,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000371,EQUIPMENT_FACT,EQP-000165,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000372,EQUIPMENT_FACT,EQP-000166,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000373,EQUIPMENT_FACT,EQP-000167,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000374,EQUIPMENT_FACT,EQP-000168,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000375,EQUIPMENT_FACT,EQP-000169,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000376,EQUIPMENT_FACT,EQP-000170,SRC-000055,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000377,TECHNICAL_FACT,FAC-000207,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000378,TECHNICAL_FACT,FAC-000208,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000379,TECHNICAL_FACT,FAC-000209,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000380,TECHNICAL_FACT,FAC-000210,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000381,TECHNICAL_FACT,FAC-000211,SRC-000056,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000382,TECHNICAL_FACT,FAC-000212,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000383,EQUIPMENT_FACT,EQP-000171,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000384,EQUIPMENT_FACT,EQP-000172,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000385,EQUIPMENT_FACT,EQP-000173,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000386,EQUIPMENT_FACT,EQP-000174,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000387,EQUIPMENT_FACT,EQP-000175,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000388,TECHNICAL_FACT,FAC-000213,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000389,TECHNICAL_FACT,FAC-000214,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000390,TECHNICAL_FACT,FAC-000215,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000391,TECHNICAL_FACT,FAC-000216,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000392,TECHNICAL_FACT,FAC-000217,SRC-000056,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000393,TECHNICAL_FACT,FAC-000218,SRC-000056,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000394,EQUIPMENT_FACT,EQP-000176,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000395,EQUIPMENT_FACT,EQP-000177,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000396,EQUIPMENT_FACT,EQP-000178,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000397,EQUIPMENT_FACT,EQP-000179,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000398,EQUIPMENT_FACT,EQP-000180,SRC-000056,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000399,TECHNICAL_FACT,FAC-000219,SRC-000057,capacity semantics not gross/usable,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000400,TECHNICAL_FACT,FAC-000220,SRC-000057,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000401,TECHNICAL_FACT,FAC-000221,SRC-000057,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000402,TECHNICAL_FACT,FAC-000222,SRC-000057,DC 30-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000403,TECHNICAL_FACT,FAC-000223,SRC-000057,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000404,TECHNICAL_FACT,FAC-000224,SRC-000057,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000405,EQUIPMENT_FACT,EQP-000181,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000406,EQUIPMENT_FACT,EQP-000182,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000407,EQUIPMENT_FACT,EQP-000183,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000408,EQUIPMENT_FACT,EQP-000184,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000409,EQUIPMENT_FACT,EQP-000185,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000410,EQUIPMENT_FACT,EQP-000186,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000411,EQUIPMENT_FACT,EQP-000187,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000412,EQUIPMENT_FACT,EQP-000188,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000413,TECHNICAL_FACT,FAC-000225,SRC-000057,capacity semantics not gross/usable,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000414,TECHNICAL_FACT,FAC-000226,SRC-000057,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000415,TECHNICAL_FACT,FAC-000227,SRC-000057,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000416,TECHNICAL_FACT,FAC-000228,SRC-000057,DC 30-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000417,TECHNICAL_FACT,FAC-000229,SRC-000057,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000418,TECHNICAL_FACT,FAC-000230,SRC-000057,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000419,EQUIPMENT_FACT,EQP-000189,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000420,EQUIPMENT_FACT,EQP-000190,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000421,EQUIPMENT_FACT,EQP-000191,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000422,EQUIPMENT_FACT,EQP-000192,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000423,EQUIPMENT_FACT,EQP-000193,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000424,EQUIPMENT_FACT,EQP-000194,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000425,EQUIPMENT_FACT,EQP-000195,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000426,EQUIPMENT_FACT,EQP-000196,SRC-000057,equipment matrix,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,
AST-000427,TECHNICAL_FACT,FAC-000231,SRC-000058,brochure states net 64.6 / gross 66.5; reported field used conservatively,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000428,TECHNICAL_FACT,FAC-000232,SRC-000058,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000429,TECHNICAL_FACT,FAC-000233,SRC-000058,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000430,TECHNICAL_FACT,FAC-000234,SRC-000058,brochure states net 64.6 / gross 66.5; reported field used conservatively,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000431,TECHNICAL_FACT,FAC-000235,SRC-000058,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000432,TECHNICAL_FACT,FAC-000236,SRC-000058,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000433,TECHNICAL_FACT,FAC-000237,SRC-000059,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000434,TECHNICAL_FACT,FAC-000238,SRC-000059,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000435,TECHNICAL_FACT,FAC-000239,SRC-000059,DC fast charge; brochure interval,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000436,TECHNICAL_FACT,FAC-000240,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000437,TECHNICAL_FACT,FAC-000241,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000438,TECHNICAL_FACT,FAC-000242,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000439,TECHNICAL_FACT,FAC-000243,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000440,TECHNICAL_FACT,FAC-000244,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000441,TECHNICAL_FACT,FAC-000245,SRC-000060,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000442,TECHNICAL_FACT,FAC-000246,SRC-000060,rear seats upright,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000443,TECHNICAL_FACT,FAC-000247,SRC-000060,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000444,TECHNICAL_FACT,FAC-000248,SRC-000065,official configurator dimensions,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000445,TECHNICAL_FACT,FAC-000249,SRC-000065,official configurator dimensions,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000446,TECHNICAL_FACT,FAC-000250,SRC-000065,official configurator dimensions,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000447,TECHNICAL_FACT,FAC-000251,SRC-000065,official configurator,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000448,TECHNICAL_FACT,FAC-000252,SRC-000065,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000449,TECHNICAL_FACT,FAC-000253,SRC-000068,March 2026 technical PDF,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000450,TECHNICAL_FACT,FAC-000254,SRC-000068,March 2026 technical PDF,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000451,TECHNICAL_FACT,FAC-000255,SRC-000068,March 2026 technical PDF,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000452,TECHNICAL_FACT,FAC-000256,SRC-000068,March 2026 technical PDF,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000453,TECHNICAL_FACT,FAC-000257,SRC-000068,official specs,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000454,TECHNICAL_FACT,FAC-000258,SRC-000068,rear seats upright,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000455,TECHNICAL_FACT,FAC-000259,SRC-000068,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000456,TECHNICAL_FACT,FAC-000260,SRC-000072,capacity unqualified,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000457,TECHNICAL_FACT,FAC-000261,SRC-000072,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000458,TECHNICAL_FACT,FAC-000262,SRC-000072,DC 100 kW 20-80%,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000459,TECHNICAL_FACT,FAC-000263,SRC-000073,current inventory technical data,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000460,TECHNICAL_FACT,FAC-000264,SRC-000073,current inventory technical data,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000461,TECHNICAL_FACT,FAC-000265,SRC-000073,current inventory technical data,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000462,TECHNICAL_FACT,FAC-000266,SRC-000073,current inventory average,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000463,TECHNICAL_FACT,FAC-000267,SRC-000074,official distributor technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000464,TECHNICAL_FACT,FAC-000268,SRC-000074,official distributor technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000465,TECHNICAL_FACT,FAC-000269,SRC-000074,official distributor technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000466,TECHNICAL_FACT,FAC-000270,SRC-000074,official distributor technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000467,TECHNICAL_FACT,FAC-000271,SRC-000074,official distributor technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000468,TECHNICAL_FACT,FAC-000272,SRC-000074,official technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000469,TECHNICAL_FACT,FAC-000273,SRC-000074,official technical table,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000470,TECHNICAL_FACT,FAC-000274,SRC-000074,reported capacity,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000471,TECHNICAL_FACT,FAC-000275,SRC-000074,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000472,TECHNICAL_FACT,FAC-000276,SRC-000074,DC 30-80%,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000473,TECHNICAL_FACT,FAC-000277,SRC-000075,2026 official manual,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000474,TECHNICAL_FACT,FAC-000278,SRC-000075,2026 official manual,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000475,TECHNICAL_FACT,FAC-000279,SRC-000075,2026 official manual,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000476,TECHNICAL_FACT,FAC-000280,SRC-000076,live Turkey specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000477,TECHNICAL_FACT,FAC-000281,SRC-000076,live Turkey specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000478,TECHNICAL_FACT,FAC-000282,SRC-000076,live Turkey specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000479,TECHNICAL_FACT,FAC-000283,SRC-000076,live Turkey specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000480,TECHNICAL_FACT,FAC-000284,SRC-000076,live Turkey B5 AWD specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000481,TECHNICAL_FACT,FAC-000285,SRC-000076,live Turkey B5 AWD specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000482,TECHNICAL_FACT,FAC-000286,SRC-000076,live Turkey B5 AWD specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000483,TECHNICAL_FACT,FAC-000287,SRC-000076,live Turkey B5 AWD specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000484,TECHNICAL_FACT,FAC-000288,SRC-000077,official Turkey brochure,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000485,TECHNICAL_FACT,FAC-000289,SRC-000077,official Turkey brochure,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000486,TECHNICAL_FACT,FAC-000290,SRC-000077,official Turkey brochure,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000487,TECHNICAL_FACT,FAC-000291,SRC-000077,official Turkey brochure,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000488,TECHNICAL_FACT,FAC-000292,SRC-000078,nominal battery energy,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000489,TECHNICAL_FACT,FAC-000293,SRC-000078,WLTP combined up to,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000490,TECHNICAL_FACT,FAC-000294,SRC-000078,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000491,TECHNICAL_FACT,FAC-000295,SRC-000078,WLTP combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000492,TECHNICAL_FACT,FAC-000296,SRC-000078,live Turkey specifications,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000493,TECHNICAL_FACT,FAC-000297,SRC-000078,second row upright,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
AST-000494,TECHNICAL_FACT,FAC-000298,SRC-000078,maximum trailer weight,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_03 controlled ingest.
