decision,categoryId,brand,exactModel,originSegment,asin,canonicalAmazonUrl,currentAvailability,volatilePrice,seller,fulfillment,retrievedAt,manufacturerUrl,turkiyeApplicability,categoryIdentity,confidence,blockerOrReason
"CATALOG_CANDIDATE_READY","TURKISH_COFFEE_MACHINE","Philips","HDA150/60","IMPORTED_OR_GLOBAL_BRAND","B0CNW7VGW4","https://www.amazon.com.tr/dp/B0CNW7VGW4","ACTIVE_SEARCH_CARD_WITH_PRICE","2.049,00 TL","","","2026-09-05T01:04:54.443Z","https://www.philips.com.tr/c-p/HDA150_60/series-5000-turkish-coffee-maker","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","TURKISH_COFFEE_MACHINE","Karaca","Hatır Neo Inox","DOMESTIC_TURKIYE_ROOTED_BRAND","B0FWDF9JD9","https://www.amazon.com.tr/dp/B0FWDF9JD9","ACTIVE_SEARCH_CARD_WITH_PRICE","2.859,61 TL","","","2026-09-05T01:04:54.443Z","https://www.karaca.com/turk-kahve-makinesi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_CONFIGURATION_IDENTITY","TURKISH_COFFEE_MACHINE","","Arzum OK004-54 Minio Sorgül Buğdayı","","B0FQ5FBVQZ","https://www.amazon.com.tr/dp/B0FQ5FBVQZ","ACTIVE_SEARCH_CARD","1.739,00 TL","","","2026-09-05T01:04:54.443Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","This overlaps the current OK004 family while the exact -54 color/configuration identity and non-duplication require a dedicated variant review."
"CATALOG_CANDIDATE_READY","VACUUM","Electrolux","PC91-8STM","IMPORTED_OR_GLOBAL_BRAND","B07PN75PW1","https://www.amazon.com.tr/dp/B07PN75PW1","ACTIVE_SEARCH_CARD_WITH_PRICE","9.899,00 TL","","","2026-09-05T01:04:56.101Z","https://www.electrolux.com.tr/vacuums-home-comfort/vacuum-cleaners/bagless-vacuum-cleaners/bagless-vacuum-cleaner/pc91-8stm/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","VACUUM","Samsung","VC07R302MVR/TR","IMPORTED_OR_GLOBAL_BRAND","B0817R9NYQ","https://www.amazon.com.tr/dp/B0817R9NYQ","ACTIVE_SEARCH_CARD_WITH_PRICE","4.311,01 TL","","","2026-09-05T01:04:56.101Z","https://www.samsung.com/tr/support/model/VC07R302MVR/TR/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","VACUUM","Philips","XB2123/09","IMPORTED_OR_GLOBAL_BRAND","B08P7WBBXP","https://www.amazon.com.tr/dp/B08P7WBBXP","ACTIVE_SEARCH_CARD_WITH_PRICE","5.299,00 TL","","","2026-09-05T01:04:56.101Z","https://www.philips.com.tr/c-p/XB2123_09/2000-serisi-torbasiz-elektrikli-suepuerge","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","VACUUM","Philips","FC9749/07","IMPORTED_OR_GLOBAL_BRAND","B0FDX2GJGJ","https://www.amazon.com.tr/dp/B0FDX2GJGJ","ACTIVE_SEARCH_CARD_WITH_PRICE","8.999,62 TL","","","2026-09-05T01:04:56.101Z","https://www.philips.com.tr/c-p/FC9749_07/powerpro-max-torbasiz-elektrikli-suepuerge","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"REJECTED_DUPLICATE_LISTING","VACUUM","","Philips FC9749/07 PowerPro Max","","B0BLHDCP7R","https://www.amazon.com.tr/dp/B0BLHDCP7R","ACTIVE_SEARCH_CARD","8.989,00 TL","","","2026-09-05T01:04:56.101Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","A second active ASIN for the same exact FC9749/07 identity; B0FDX2GJGJ is the selected portfolio listing."
"CATALOG_CANDIDATE_READY","WASHING_MACHINE","Samsung","WW90TA046AH/AH","IMPORTED_OR_GLOBAL_BRAND","B099ZQLXQV","https://www.amazon.com.tr/dp/B099ZQLXQV","ACTIVE_SEARCH_CARD_WITH_PRICE","35.990,00 TL","","","2026-09-05T01:05:02.676Z","https://www.samsung.com/tr/support/model/WW90TA046AH/AH/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","WASHING_MACHINE","Samsung","WW11DG6B25LEAH","IMPORTED_OR_GLOBAL_BRAND","B0G4DDZZD7","https://www.amazon.com.tr/dp/B0G4DDZZD7","ACTIVE_SEARCH_CARD_WITH_PRICE","35.999,00 TL","","","2026-09-05T01:05:02.676Z","https://www.samsung.com/tr/washers-and-dryers/washing-machines/ww6000d-front-loading-smartthings-ai-energy-mode-a-10-percent-extra-energy-efficiency-11kg-essential-white-ww11dg6b25leah/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","WASHING_MACHINE","Arçelik","10120 IMP","DOMESTIC_TURKIYE_ROOTED_BRAND","B0GCC5NT1Z","https://www.amazon.com.tr/dp/B0GCC5NT1Z","ACTIVE_SEARCH_CARD_WITH_PRICE","42.999,00 TL","","","2026-09-05T01:05:02.676Z","https://www.arcelik.com.tr/10-kg-camasir-makinesi/10120-imp-camasir-makinesi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","WASHING_MACHINE","Vestel","CMI 97402 WIFI","DOMESTIC_TURKIYE_ROOTED_BRAND","B0GGDKT3JP","https://www.amazon.com.tr/dp/B0GGDKT3JP","ACTIVE_SEARCH_CARD_WITH_PRICE","29.499,00 TL","","","2026-09-05T01:05:02.676Z","https://statik.vestel.com.tr/webfiles/20350198_k.pdf","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","WASHING_MACHINE","Altus","AL CM 101254 D","DOMESTIC_TURKIYE_ROOTED_BRAND","B0H6BNV8TG","https://www.amazon.com.tr/dp/B0H6BNV8TG","ACTIVE_SEARCH_CARD_WITH_PRICE","32.979,00 TL","","","2026-09-05T01:05:02.676Z","https://www.altus.com.tr/urunler/camasir-makinesi/camasir-makinesi-al-cm-101254-d","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"REJECTED_CURRENT_SCOPE_DUPLICATE","WASHING_MACHINE","","Samsung WW11DB8B95GBAH","","B0DFCHC7FT","https://www.amazon.com.tr/dp/B0DFCHC7FT","ACTIVE_SEARCH_CARD","43.199,00 TL","","","2026-09-05T01:05:02.676Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Already present in the frozen 97-product current scope and therefore not an assortment expansion candidate."
"REJECTED_WRONG_CATEGORY","WASHING_MACHINE","","Samsung WD11DG5B15BBAH Kurutmalı Çamaşır Makinesi","","B0FWKM26HG","https://www.amazon.com.tr/dp/B0FWKM26HG","ACTIVE_SEARCH_CARD","55.599,00 TL","","","2026-09-05T01:05:02.676Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Washer-dryer combination, not the governed washing-machine-only category."
